Name,Email,Password,Contact,Location,Billing Name,Billing Country,Billing State,Billing City,Billing Phone,Billing Zip,Billing Address,Shipping Name,Shipping Country,Shipping State,Shipping City,Shipping Phone,Shipping Zip,Shipping Address,Bank Name,Account Number,Swift Code,IBAN,Beneficiary Name,Currency Name,Company Name,Company Location,Company Store Name
Vendor,vendor@example.com,123456,7878787878,India,Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),US BANK; NA,7845269652656,1234,12345,Ida F. Mullen,USD,company name,India,company store name49.36.83.154,2023-06-16,16:00:04 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-08,11:59:08 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-08,12:43:01 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-09,10:53:31 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-10,10:07:33 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-13,09:49:19 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-14,10:42:05 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-16,09:54:21 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-17,09:08:36 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-20,09:15:41 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-21,12:39:11 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-22,09:40:47 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-22,16:30:44 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-23,14:50:32 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-05-24,09:12:36 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-06-14,17:57:56 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-06-28,16:31:49 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-07,20:16:04 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-10-26,00:32:58 UTC,["necessary"],desktop,en,Firefox,Ubuntu,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
